,Country,Year,Total_Energy_Consumption_EJ,Energy Consumption EJ,Fuel type,Region,Income group,"GDP (nominal, 2023)",GDP (abbrev.),GDP growth,Population -2023,GDP per capita,Share of World GDP
47,Canada,1971,6.937723588,0.043587636,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
48,Canada,1971,6.937723588,3.160261393,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
49,Canada,1971,6.937723588,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
50,Canada,1971,6.937723588,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
51,Canada,1972,7.467378758,0.635681868,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
52,Canada,1972,7.467378758,2.400300026,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
53,Canada,1972,7.467378758,0.0,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
54,Canada,1972,7.467378758,1.933576465,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
55,Canada,1972,7.467378758,0.073660754,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
56,Canada,1972,7.467378758,3.327598333,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
57,Canada,1972,7.467378758,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
58,Canada,1972,7.467378758,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
59,Canada,1973,8.10915643,0.654689908,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
60,Canada,1973,8.10915643,2.571749926,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
61,Canada,1973,8.10915643,0.0,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
62,Canada,1973,8.10915643,2.072123289,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
63,Canada,1973,8.10915643,0.155820429,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
64,Canada,1973,8.10915643,3.634678125,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
65,Canada,1973,8.10915643,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
66,Canada,1973,8.10915643,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
67,Canada,1974,8.364237249,0.665198803,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
68,Canada,1974,8.364237249,2.518394709,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
69,Canada,1974,8.364237249,0.0,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
70,Canada,1974,8.364237249,2.242584229,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
71,Canada,1974,8.364237249,0.150120437,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
72,Canada,1974,8.364237249,3.697206974,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
73,Canada,1974,8.364237249,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
74,Canada,1974,8.364237249,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
75,Canada,1975,8.240174755,0.647153676,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
76,Canada,1975,8.240174755,2.572435856,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
77,Canada,1975,8.240174755,0.0,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
78,Canada,1975,8.240174755,2.15532589,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
79,Canada,1975,8.240174755,0.128403232,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
80,Canada,1975,8.240174755,3.647598505,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
81,Canada,1975,8.240174755,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
82,Canada,1975,8.240174755,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
83,Canada,1976,8.629160017,0.76618439,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
84,Canada,1976,8.629160017,2.595067263,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
85,Canada,1976,8.629160017,0.008124799,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
86,Canada,1976,8.629160017,2.264108658,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
87,Canada,1976,8.629160017,0.177905381,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
88,Canada,1976,8.629160017,3.736398697,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
89,Canada,1976,8.629160017,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
90,Canada,1976,8.629160017,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
91,Canada,1977,9.127952967,0.979041338,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
92,Canada,1977,9.127952967,2.726054907,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
93,Canada,1977,9.127952967,0.012284879,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
94,Canada,1977,9.127952967,2.343500376,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
95,Canada,1977,9.127952967,0.26908496,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
96,Canada,1977,9.127952967,3.765650272,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
97,Canada,1977,9.127952967,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
98,Canada,1977,9.127952967,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
99,Canada,1978,9.303178647,0.805037916,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
100,Canada,1978,9.303178647,2.630728722,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
101,Canada,1978,9.303178647,0.013008871,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
102,Canada,1978,9.303178647,2.504316807,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
103,Canada,1978,9.303178647,0.318730116,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
104,Canada,1978,9.303178647,3.886891603,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
105,Canada,1978,9.303178647,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
106,Canada,1978,9.303178647,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
107,Canada,1979,9.576737768,0.762290657,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
108,Canada,1979,9.576737768,2.774060965,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
109,Canada,1979,9.576737768,0.015456653,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
110,Canada,1979,9.576737768,2.598707438,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
111,Canada,1979,9.576737768,0.360295147,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
112,Canada,1979,9.576737768,4.037705421,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
113,Canada,1979,9.576737768,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
114,Canada,1979,9.576737768,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
115,Canada,1980,9.762096643,0.92840898,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
116,Canada,1980,9.762096643,2.564206123,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
117,Canada,1980,9.762096643,0.014939516,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
118,Canada,1980,9.762096643,2.673511028,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
119,Canada,1980,9.762096643,0.388498932,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
120,Canada,1980,9.762096643,3.965771437,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
121,Canada,1980,9.762096643,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
122,Canada,1980,9.762096643,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
123,Canada,1981,9.704772383,0.947942019,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
124,Canada,1981,9.704772383,2.477795362,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
125,Canada,1981,9.704772383,0.021811694,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
126,Canada,1981,9.704772383,2.831772566,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
127,Canada,1981,9.704772383,0.409286559,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
128,Canada,1981,9.704772383,3.756142378,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
129,Canada,1981,9.704772383,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
130,Canada,1981,9.704772383,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
131,Canada,1982,9.412660267,1.00168097,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
132,Canada,1982,9.412660267,2.600896597,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
133,Canada,1982,9.412660267,0.02458125,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
134,Canada,1982,9.412660267,2.744269371,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
135,Canada,1982,9.412660267,0.391614527,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
136,Canada,1982,9.412660267,3.41016984,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
137,Canada,1982,9.412660267,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
138,Canada,1982,9.412660267,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
139,Canada,1983,9.361098116,1.048014998,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
140,Canada,1983,9.361098116,2.446248531,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
141,Canada,1983,9.361098116,0.023960685,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
142,Canada,1983,9.361098116,2.831101894,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
143,Canada,1983,9.361098116,0.496553749,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
144,Canada,1983,9.361098116,3.206504583,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
145,Canada,1983,9.361098116,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
146,Canada,1983,9.361098116,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
147,Canada,1984,9.958185188,1.167376995,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
148,Canada,1984,9.958185188,2.681135178,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
149,Canada,1984,9.958185188,0.026856653,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
150,Canada,1984,9.958185188,3.045825481,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
151,Canada,1984,9.958185188,0.533327937,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
152,Canada,1984,9.958185188,3.236783266,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
153,Canada,1984,9.958185188,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
154,Canada,1984,9.958185188,0.0,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
155,Canada,1985,10.28619025,1.122086048,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
156,Canada,1985,10.28619025,2.898492575,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
157,Canada,1985,10.28619025,0.019271975,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
158,Canada,1985,10.28619025,3.232350111,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
159,Canada,1985,10.28619025,0.618225276,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
160,Canada,1985,10.28619025,3.250884533,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
161,Canada,1985,10.28619025,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
162,Canada,1985,10.28619025,1.06452e-05,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
163,Canada,1986,10.38572655,1.039978981,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
164,Canada,1986,10.38572655,2.718545437,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
165,Canada,1986,10.38572655,0.021432459,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
166,Canada,1986,10.38572655,3.306759596,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
167,Canada,1986,10.38572655,0.72799623,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
168,Canada,1986,10.38572655,3.323034286,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
169,Canada,1986,10.38572655,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
170,Canada,1986,10.38572655,1.06452e-05,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
171,Canada,1987,10.71940788,1.117743969,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
172,Canada,1987,10.71940788,2.946834564,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
173,Canada,1987,10.71940788,0.026569355,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
174,Canada,1987,10.71940788,3.366063833,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
175,Canada,1987,10.71940788,0.78922528,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
176,Canada,1987,10.71940788,3.429466009,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
177,Canada,1987,10.71940788,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
178,Canada,1987,10.71940788,1.06452e-05,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
179,Canada,1988,11.14864512,1.200307012,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
180,Canada,1988,11.14864512,3.402966976,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
181,Canada,1988,11.14864512,0.028557459,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
182,Canada,1988,11.14864512,3.272695065,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
183,Canada,1988,11.14864512,0.84649086,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
184,Canada,1988,11.14864512,3.610073805,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
185,Canada,1988,11.14864512,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
186,Canada,1988,11.14864512,1.06452e-05,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
187,Canada,1989,11.25861171,1.197785974,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
188,Canada,1989,11.25861171,3.615369558,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
189,Canada,1989,11.25861171,0.03995746,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
190,Canada,1989,11.25861171,3.091884375,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
191,Canada,1989,11.25861171,0.810225785,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
192,Canada,1989,11.25861171,3.750735044,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
193,Canada,1989,11.25861171,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
194,Canada,1989,11.25861171,1.06452e-05,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
195,Canada,1990,10.83089504,1.136170983,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
196,Canada,1990,10.83089504,3.724120378,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
197,Canada,1990,10.83089504,0.045439113,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
198,Canada,1990,10.83089504,3.147596598,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
199,Canada,1990,10.83089504,0.740182817,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
200,Canada,1990,10.83089504,3.466109037,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
201,Canada,1990,10.83089504,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
202,Canada,1990,10.83089504,2.04301e-05,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
203,Canada,1991,10.87498019,1.099786043,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
204,Canada,1991,10.87498019,3.919628143,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
205,Canada,1991,10.87498019,0.04578387,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
206,Canada,1991,10.87498019,3.271002531,Hydropower,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
207,Canada,1991,10.87498019,0.861526906,Nuclear Energy,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
208,Canada,1991,10.87498019,3.285621881,Oil,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
209,Canada,1991,10.87498019,0.0,Solar,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
210,Canada,1991,10.87498019,2.04301e-05,Wind,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
211,Canada,1992,11.16621093,1.120352983,Coal,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
212,Canada,1992,11.16621093,4.318729401,Natural gas,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
213,Canada,1992,11.16621093,0.051311493,Geo Biomass & other,North America,High income,2142470000000,$2.142 trillion,0.0125,39299105,54517,0.0202
